1.190373835998155245e-09 5.605469263277747249e-02 2.346472881247954945e+00 2.355531834056781459e+00 2.406279517428802528e+00 2.411615000084611715e+00 4.148687136933760122e+00 4.154325341108755509e+00
9.600722891563403373e-10 3.528358210574252668e-02 1.815066427299570684e+00 1.801063063777653017e+00 2.362261199643231002e+00 2.345549077988113851e+00 3.004329114859239702e+00 2.983490230365362095e+00
5.936663272109360543e-09 1.636688621211532524e-01 5.039512899991255956e+00 4.975836862766827906e+00 3.709994320037115045e+00 3.699262593656709175e+00 5.056539444162427621e+00 4.993555764687873655e+00
4.091256522097991176e-08 8.412282847291752130e-02 5.351712769381062884e+00 5.395606164814064520e+00 3.057919610489071793e+00 3.087847612370031580e+00 7.998626813751378073e+00 8.037758742272227863e+00
1.789408161341151767e-09 8.894258865680461368e-02 3.630332609694588708e+00 3.681442304191910431e+00 3.669377402871220273e+00 3.714620659250469803e+00 6.752101232215546034e+00 6.813072083133485890e+00
3.613545003578094908e-09 1.110849975550343149e-01 3.235996476000152278e+00 3.219326931059046881e+00 1.576286122946611190e+00 1.570963028306300524e+00 4.533325558992884474e+00 4.522062527613227800e+00
3.778560257458420306e-09 9.142814700053475407e-02 2.633890448888594360e+00 2.649690029371898348e+00 6.491799356613033645e+00 6.521963584863550878e+00 6.805440338685983193e+00 6.837363538307282163e+00
3.872113808432080385e-09 4.936780542904010971e-02 1.294473478786926091e+00 1.273615371181323841e+00 6.817033121384545424e+00 6.810163882957711579e+00 7.264464516549698381e+00 7.255922946845750232e+00
1.768038427737531843e-08 6.109026316638847820e-02 3.501861655146457419e+00 3.486300595313993611e+00 1.427941988134455276e+00 1.404781938295331045e+00 4.650287566269379447e+00 4.635850542822100628e+00
6.360957901445498613e-09 4.889712160877437291e-02 3.806195758238984705e+00 3.813774674392762520e+00 1.024714141709041293e+00 1.022319226953731341e+00 4.581402738334308999e+00 4.588884992335438007e+00
2.943731870305431462e-09 4.629350445036575085e-02 5.868588651905128906e+00 5.883369856359242256e+00 7.108354033612059864e-01 7.190664497615225637e-01 6.196153190665403265e+00 6.211466371928637820e+00
2.490646765183666107e-08 9.996728497742017605e-02 3.311734044139810429e+00 3.294007881908543212e+00 2.327899950913888016e+00 2.331960492182542755e+00 5.402283703220335020e+00 5.391069624202288857e+00
2.352664678122966907e-09 2.277007596131708500e-01 3.943694367531412670e+00 4.039871606410860849e+00 1.241567929119976599e+00 1.291212052963062407e+00 4.311964222148863435e+00 4.437631291689345225e+00
2.252532536987603444e-09 4.899847338440331546e-02 3.527920553919800639e+00 3.555052381052155042e+00 1.587965992592659026e+00 1.609985529507835134e+00 4.892427521923854883e+00 4.925306286412959977e+00
1.270574314791796135e-09 1.261399969246480013e-01 3.285135091360708248e+00 3.269869785521248851e+00 4.223718361924615472e+00 4.241004373996575261e+00 6.545113350544823128e+00 6.542032130761892716e+00
7.119060320127750395e-10 3.431399740252725344e-02 2.282139951006556533e+00 2.268196426042868641e+00 1.828012793837021421e+00 1.815030696782606645e+00 3.663939543128514220e+00 3.650138624931351661e+00
6.576284783246373458e-09 8.763450732266314658e-02 3.616712840256755435e+00 3.594315139965018613e+00 1.188244466992582682e+00 1.167686483565480771e+00 4.149502801155471765e+00 4.125074293779953827e+00
5.637575721822552321e-10 4.416301789477449641e-02 2.344358081240364378e+00 2.329425509244445802e+00 5.902647578198408906e-01 5.784633376796810555e-01 2.585626741236991322e+00 2.571031953516039525e+00
2.367342314690256729e-08 7.173876195581371795e-02 4.101146976286693224e+00 4.127081048806771513e+00 2.317264888855591121e+00 2.333518298230754962e+00 5.269965949601710165e+00 5.297938658204670581e+00
1.709263480458287406e-08 9.067777956964573338e-02 1.787822128278188982e+00 1.749241529946860885e+00 4.132402295993852448e+00 4.150128265247579940e+00 4.856750244306645037e+00 4.859505353096741587e+00
4.906965546016037909e-09 5.568098413303872174e-02 2.305471433829151096e+00 2.304590985766294953e+00 9.154304809244337982e-01 9.060584165532727940e-01 2.773455894721427839e+00 2.768444952765574563e+00
2.554489116019631857e-09 1.629796720394389165e-01 7.344219956608275979e+00 7.297623232267295812e+00 1.886201726289632896e+00 1.868789180758285706e+00 8.005561285834810192e+00 7.967372472342852951e+00
4.047506217167081278e-09 2.821449996392411813e-02 2.005098845691878573e+00 2.019575131761031539e+00 7.295298453503350489e-01 7.276552815812155073e-01 2.215868052507661723e+00 2.228421920792416078e+00
8.311925017528065869e-09 1.506046355970767567e-02 1.884519181559809464e+00 1.884030875065108690e+00 7.300902217299403141e-01 7.275392493784510473e-01 2.441207006168893301e+00 2.440290047409416907e+00
2.345672474683920092e-08 1.234731067036974328e-01 3.442798162498341696e+00 3.450574730416961611e+00 2.687796367375800521e+00 2.658954864317542910e+00 3.887437588761744056e+00 3.877757733516837391e+00
3.042827410221499290e-09 1.030349994011049569e-01 4.757506400961582393e+00 4.815339305414260807e+00 7.446953814076516132e+00 7.498270255296636932e+00 9.338516388639991561e+00 9.413879171513491073e+00
4.442967600637113608e-09 2.084582405097223229e-02 1.049064984962233105e+00 1.042892446113648619e+00 4.278600623271442971e-01 4.348552401262230638e-01 1.237341004792324117e+00 1.233714133678167846e+00
1.211434752667542340e-08 4.639671990745954100e-02 2.780464147072472247e+00 2.813125044602555302e+00 9.312256989683045383e-01 9.462671873533838873e-01 3.148446260265645336e+00 3.182095479591537934e+00
